id,name,brand,manufacturer,upc,ean,type,currency,price,priceMin,priceMax,orderable,ats,stockLevel,primaryCategoryId,shortDescription,longDescription,pageTitle,pageDescription,pageKeywords,variationAttributes,variantCount,imageCount,primaryImage,slug
25791388M,Zacco,,,,,master,USD,99,,,true,891,891,womens-accessories-shoes,These patent kitten heel pumps look great from 9 - 5 and beyond. Bring feminine to the office with a peep toe and ribbon detail.,These patent kitten heel pumps look great from 9 - 5 and beyond. Bring feminine to the office with a peep toe and ribbon detail.,Zacco,These patent kitten heel pumps look great from 9 - 5 and beyond. Bring feminine to the office with a peep toe and ribbon detail.,,color=Black; size=6|6.5|7|7.5|8|8.5|9|9.5|10; width=M,9,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwf83c86aa/images/large/PG.CJZACCO.BLKBKPA.PZ.jpg,
73910432M,Microcheck Straight Leg Trousers,,,,,master,USD,195,,,true,3986,3986,mens-clothing-pants,These microcheck straight leg trousers are clean cut and to the point.,"96% wool,4% lycra straight leg clean cut front rise 10 1/4 inches back rise 14⅞ inches leg opening 15 1/2 inches inseam 34 1/4 inches measurements taken from a size 32 dry clean only Is your size unavailable? Email Customer Service for assistance.",Men's Microcheck Straight Leg Trousers,Micro straight leg pant is a clean cut trouser made in Tailor fabric.,,color=Black|Grey|Navy|Light Black; size=28|29|30|31|32|33|34|36|38|40,40,10,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw1d2375f6/images/large/90011211_001_0.jpg,
25553432M,Trouser Leg Pant,,,,,master,USD,89,,,true,193,193,womens-clothing-bottoms,Our best selling trouser leg pant is a must have wardrobe completer. We love the way it looks with a great Commerce Cloud Store top!,Our best selling trouser leg pant is a must have wardrobe completer. We love the way it looks with a great Commerce Cloud Store top!,Trouser Leg Pant,Our best selling trouser leg pant is a must have wardrobe completer. We love the way it looks with a great Commerce Cloud Store top!,,color=midnight navy|Chino; size=6|16,2,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw00b28fb5/images/large/PG.10239570.JJ0VWXX.PZ.jpg,
25565178M,Denim Slim Skirt,,,,,master,USD,69,,,true,700,700,womens-clothing-bottoms,Make way for this effortless denim slim skirt. Add a blouse or suit jacket to complete your look.,Make way for this effortless denim slim skirt. Add a blouse or suit jacket to complete your look.,Denim Slim Skirt,Make way for this effortless denim slim skirt.  Add a blouse or suit jacket to complete your look.,,color=naval wash; size=4|6|8|10|12|14|16,7,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw202c2dac/images/large/PG.10228317.JJEA7A0.PZ.jpg,
25591410M,Pencil Skirt,,,,,master,USD,73.99,,,true,700,700,womens-clothing-bottoms,Pencil skirts are always in style especially if paired with a great suit jacket and classic cami.,Pencil skirts are always in style especially if paired with a great suit jacket and classic cami.,Pencil Skirt,Pencil skirts are always in style especially if paired with a great suit jacket and classic cami.,,color=White; size=4|6|8|10|12|14|16,7,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwa924cc95/images/large/PG.10226200.JJ2DGXX.PZ.jpg,
25591445M,Long Floral Pintucked Skirt,,,,,master,USD,95.99,,,true,700,700,womens-clothing-bottoms,Long skirts are always a classic look; liven up this Commerce Cloud Store skirt with one of our amazing cardigans and matching tanks.,Long skirts are always a classic look; liven up this Commerce Cloud Store skirt with one of our amazing cardigans and matching tanks.,Long Floral Pintucked Skirt,Long skirts are always a classic look; liven up this Commerce Cloud Store skirt with one of our amazing cardigans and matching tanks.,,color=Tulip Multi; size=4|6|8|10|12|14|16,7,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw857605ac/images/large/PG.10233137.JJGN9A0.PZ.jpg,
25592802M,Flat Front Classic Pant,,,,,master,USD,124,,,true,700,700,womens-clothing-bottoms,Sharpen up your office style with this flat front classic fit pant.,Sharpen up your office style with this flat front classic fit pant.,Flat Front Classic Pant,Sharpen up your office style with this flat front classic fit pant.,,color=Stone Multi; size=4|6|8|10|12|14|16,7,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw6bd08552/images/large/PG.10226317.JJ8WNXX.PZ.jpg,
25592703M,Elastic Waist Pant,,,,,master,USD,114,,,true,1400,1400,womens-clothing-bottoms,Relax in this light weight elastic waist straight leg pocket less pant. Pair with a cozy open front cardigan for a great weekend look.,Relax in this light weight elastic waist straight leg pocket less pant. Pair with a cozy open front cardigan for a great weekend look.,Elastic Waist Pant,Relax in this light weight elastic waist straight leg pocket less pant. Pair with a cozy open front cardigan for a great weekend look.,,color=Ivory|Stone; size=4|6|8|10|12|14|16,14,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw56856d2c/images/large/PG.10226180.JJ5AAXX.PZ.jpg,
25593355M,Long Ruffle Skirt,,,,,master,USD,129,,,true,699,699,womens-clothing-bottoms,Wow! You will turn heads in this long ruffle skirt. Add a matching Commerce Cloud Store top and you are ready for desk-to-dinner.,Wow! You will turn heads in this long ruffle skirt. Add a matching Commerce Cloud Store top and you are ready for desk-to-dinner.,Long Ruffle Skirt,Wow! You will turn heads in this long ruffle skirt. Add a matching Commerce Cloud Store top and you are ready for desk-to-dinner.,,color=Multi; size=4|6|8|10|12|14|16,7,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwcd765f84/images/large/PG.10245582.JJZ01XX.PZ.jpg,
25565454M,Long Crinkle Skirt,,,,,master,USD,69,,,true,500,500,womens-clothing-bottoms,"An earthy, easy skirt with a crinkled effect. This is perfect for weekend and casual wear with sandals!","An earthy, easy skirt with a crinkled effect. This is perfect for weekend and casual wear with sandals!",Long Crinkle Skirt,"An earthy, easy skirt with a crinkled effect.  This is perfect for weekend and casual wear with sandals!",,color=earth brown; size=XS|S|M|L|XL,5,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw8a74d539/images/large/PG.10234420.JJ5MOXX.PZ.jpg,
25688156M,5 Pocket Cuffed Capri,,,,,master,USD,49,,,true,2100,2100,womens-clothing-bottoms,This dark wash capri pant works great for both warm days and nights. The five pockets and cuffed bottom gives the capri a classic but polished look.,This dark wash capri pant works great for both warm days and nights. The five pockets and cuffed bottom gives the capri a classic but polished look.,5 Pocket Cuffed Capri,This dark wash capri pant works great for both warm days and nights. The five pockets and cuffed bottom gives the capri a classic but polished look.,,color=Black|Porcelain|Buttermilk; size=4|6|8|10|12|14|16,21,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw69da6ce0/images/large/PG.60113984.JJ169XX.PZ.jpg,
25688228M,Light Weight Cargo Capri,,,,,master,USD,29,,,true,2100,2100,womens-clothing-bottoms,This light weight cargo capri is so versatile and would look great at any casual setting. The side pockets and tie string bottom give the capri a classic cargo look.,This light weight cargo capri is so versatile and would look great at any casual setting. The side pockets and tie string bottom give the capri a classic cargo look.,Light Weight Cargo Capri,This light weight cargo capri is so versatile and would look great at any casual setting. The side pockets and tie string bottom give the capri a classic cargo look.,,color=Black|Rustic Peach|Lazy Dazy; size=4|6|8|10|12|14|16,21,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw3ccf7ab7/images/large/PG.60114143.JJ169XX.PZ.jpg,
25695242M,Double Layer Tank Top.,,,,,master,USD,59,,,true,500,500,womens-clothing-tops,Pair this double layer tank top with a cardigan or wear alone for a perfect Commerce Cloud Store look!,Pair this double layer tank top with a cardigan or wear alone for a perfect Commerce Cloud Store look!,Double Layer Tank Top.,Pair this double layer tank top with a cardigan or wear alone for a perfect Commerce Cloud Store look! ,,color=Bright Raspberry and White; size=XS|S|M|L|XL,5,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw0ff6a9ec/images/large/PG.10252337.JJAN9XX.PZ.jpg,
25695327M,Embroidered Boat Neck Top.,,,,,master,USD,44,,,true,400,400,womens-clothing-tops,This shirt is classic alone or under a cardigan. Pair with a Commerce Cloud Store pant for a perfect look!,This shirt is classic alone or under a cardigan. Pair with a Commerce Cloud Store pant for a perfect look!,Embroidered Boat Neck Top.,This shirt is classic alone or under a cardigan. Pair with a Commerce Cloud Store pant for a perfect look! ,,color=White; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw6652a870/images/large/PG.10252833.JJI15XX.PZ.jpg,
25695392M,Capri Utility Pant.,,,,,master,USD,69,,,true,700,700,womens-clothing-bottoms,This capri utility pant is perfect for weekend wear. Pair it with a great Commerce Cloud Store top and your are set to go!,This capri utility pant is perfect for weekend wear. Pair it with a great Commerce Cloud Store top and your are set to go!,Capri Utility Pant.,This capri utility pant is perfect for weekend wear.  Pair it with a great Commerce Cloud Store top and your are set to go! ,,color=Birch; size=4|6|8|10|12|14|16,7,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwcdb7010e/images/large/PG.10246370.JJBH3XX.PZ.jpg,
25696638M,Cap Sleeve Wrap Dress.,,,,,master,USD,149,,,true,678,678,womens-clothing-dresses,Spice up your dress collection with the wrap dress that can take you from day to night. This wrap dress is perfect for any event.,Spice up your dress collection with the wrap dress that can take you from day to night. This wrap dress is perfect for any event.,Cap Sleeve Wrap Dress.,Spice up your dress collection with the wrap dress that can take you from day to night. This wrap dress is perfect for any event. ,,color=Chino; size=4|6|8|10|12|14|16,7,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwad6ce930/images/large/PG.10244893.JJ493XX.PZ.jpg,
25697156M,Beaded Shell.,,,,,master,USD,79,,,true,400,400,womens-clothing-tops,Wear alone or add the beaded cardigan for a perfect look!,Wear alone or add the beaded cardigan for a perfect look!,Beaded Shell.,Wear alone or add the beaded cardigan for a perfect look! ,,color=Black Multi; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwdf7c5eb4/images/large/PG.10251327.JJ3WDXX.PZ.jpg,
25697378M,Sleeveless Scoop Neck Shell.,,,,,master,USD,59,,,true,400,400,womens-clothing-tops,You will love this sleeveless shell alone or with it's matching cardigan.,You will love this sleeveless shell alone or with it's matching cardigan.,Sleeveless Scoop Neck Shell.,You will love this sleeveless shell alone or with it's matching cardigan. ,,color=Black; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw705e3603/images/large/PG.10255866.JJ3WCXX.PZ.jpg,
25697266M,Sleeveless Twist Front Knit Top.,,,,,master,USD,64,,,true,400,400,womens-clothing-tops,This sleeveless twist front knit top will become this seasons go -to piece. This looks great with any bottom!,This sleeveless twist front knit top will become this seasons go -to piece. This looks great with any bottom!,Sleeveless Twist Front Knit Top.,This sleeveless twist front knit top will become this seasons go -to piece. This looks great with any bottom! ,,color=Chino; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw9d8de60f/images/large/PG.10254449.JJ493XX.PZ.jpg,
25592443M,Straight Skirt,,,,,master,USD,74,,,true,700,700,womens-clothing-bottoms,Make way for this effortless skirt. Add a blouse or suit jacket to complete your look.,Make way for this effortless skirt. Add a blouse or suit jacket to complete your look.,Straight Skirt,Make way for this effortless skirt. Add a blouse or suit jacket to complete your look.,,color=White; size=4|6|8|10|12|14|16,7,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw402374f1/images/large/PG.10227849.JJI15XX.PZ.jpg,
25628995M,Show Stopper Dot Print Skirt,,,,,master,USD,95.99,,,true,97,97,womens-clothing-bottoms,Our best selling skirt has been updated in a soft chiffon fabric in a polka dot pattern. It's perfect for nine-to-five and beyond.,Our best selling skirt has been updated in a soft chiffon fabric in a polka dot pattern. It's perfect for nine-to-five and beyond.,Show Stopper Dot Print Skirt,Our best selling skirt has been updated in a soft chiffon fabric in a polka dot pattern. It's perfect for nine-to-five and beyond.,,color=Black & Ivory; size=6,1,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwadb2061f/images/large/PG.10225780.JJ3WRXX.PZ.jpg,
25629011M,Flat Front Bootleg Pant,,,,,master,USD,84.99,,,true,400,400,womens-clothing-bottoms,Our flat front slim bootleg pant is perfect for any occasion. With its smooth front and back it will flatter you from every angle.,Our flat front slim bootleg pant is perfect for any occasion. With its smooth front and back it will flatter you from every angle.,Flat Front Bootleg Pant,Our flat front slim bootleg pant is perfect for any occasion. With its smooth front and back it will flatter you from every angle.,,color=Black; size=4|8|10|14,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwedc0fc6d/images/large/PG.10227909.JJ3WCXX.PZ.jpg,
25589652M,Flat Front Pant,,,,,master,USD,99,,,true,2100,2100,womens-clothing-bottoms,This classic pant is a must for every wardrobe. It's perfect from day-to-dinner.,This classic pant is a must for every wardrobe. It's perfect from day-to-dinner.,Flat Front Pant,This classic pant is a must for every wardrobe.  It's perfect from day-to-dinner.,,color=Black|Cement|Ink; size=4|6|8|10|12|14|16,21,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw85c670f0/images/large/PG.10240166.JJ3WCXX.PZ.jpg,
25688146M,5 Pocket Cuffed Capri,,,,,master,USD,39,,,true,599,599,womens-clothing-bottoms,This dark wash capri pant works great for both warm days and nights. The five pockets and cuffed bottom gives the capri a classic but polished look.,This dark wash capri pant works great for both warm days and nights. The five pockets and cuffed bottom gives the capri a classic but polished look.,5 Pocket Cuffed Capri,This dark wash capri pant works great for both warm days and nights. The five pockets and cuffed bottom gives the capri a classic but polished look.,,color=Rinse Wash New; size=4|6|8|10|12|14,6,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw6148411b/images/large/PG.60113983.JJE99XX.PZ.jpg,
